FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE,DATE,TIME,HOUR,DATE-12,TIME-12, HOUR-12,AUTO ID,PULSES,MATCHING,MATCH RATIO,MARGIN,ALTERNATES,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID
,S4U01616_20170621_011845.wav,0,0,15,S4U01616_20170621_011845_001,21/06/2017,01:18:45,1,20/06/2017,13:18:45,13,PIPPIP,65,54,0.831,0.777654,PIPPYG,65,49.066,5.6,3.359,60.159,48.184,50.896,233.928,49.768,1.86,488.411,2.788,20.71,1,
,S4U01616_20170621_011902.wav,0,0,13.686,S4U01616_20170621_011902_001,21/06/2017,01:19:02,1,20/06/2017,13:19:02,13,PIPPIP,45,38,0.844,0.789595,PIPPYG,45,48.866,32.34,3.603,61.818,48.126,50.848,225.143,49.75,1.927,558.623,3.053,14.86,1,
,S4U01616_20170621_011918.wav,0,0,7.734,S4U01616_20170621_011918_001,21/06/2017,01:19:18,1,20/06/2017,13:19:18,13,PIPPIP,17,14,0.824,0.799752,PIPPYG,17,48.971,8.88,3.144,59.278,48.013,50.791,215.351,49.396,1.922,330.05,2.814,5.49,1,
,S4U01616_20170621_011928.wav,0,0,8.386,S4U01616_20170621_011928_001,21/06/2017,01:19:28,1,20/06/2017,13:19:28,13,PIPPIP,20,11,0.55,0.592065,PIPPYG,20,49.485,34.34,3.09,61.505,48.572,51.56,257.292,50.556,1.695,504.202,2.57,7.06,1,
,S4U01616_20170621_011939.wav,0,0,10.342,S4U01616_20170621_011939_001,21/06/2017,01:19:39,1,20/06/2017,13:19:39,13,PIPPIP,33,25,0.758,0.787975,PIPPYG,33,49.04,14.07,3.487,60.903,48.395,51.054,223.738,49.709,1.848,546.577,2.929,9.97,1,
,S4U01616_20170621_011951.wav,0,0,12.84,S4U01616_20170621_011951_001,21/06/2017,01:19:51,1,20/06/2017,13:19:51,13,PIPPIP,27,20,0.741,0.70902,PIPPYG,27,49.467,10.26,2.757,57.451,48.542,50.836,335.249,50.028,1.315,436.777,2.351,8.67,1,
,S4U01616_20170621_012007.wav,0,0,15,S4U01616_20170621_012007_001,21/06/2017,01:20:07,1,20/06/2017,13:20:07,13,PIPPIP,54,39,0.722,0.750633,PIPPYG,54,49.619,15.91,2.996,60.897,48.706,51.39,276.111,50.176,1.661,516.502,2.536,16.89,1,
,S4U01616_20170621_012026.wav,0,0,15,S4U01616_20170621_012026_001,21/06/2017,01:20:26,1,20/06/2017,13:20:26,13,PIPPIP,63,43,0.683,0.726714,PIPPYG,63,49.605,24.44,2.912,62.17,48.685,51.703,200.404,50.505,1.611,506.451,2.482,19.99,1,
,S4U01616_20170621_012043.wav,0,0,4.068,S4U01616_20170621_012043_001,21/06/2017,01:20:43,1,20/06/2017,13:20:43,13,PIPPIP,3,3,1,0.880286,PIPPYG,3,48.197,17.4,3.08,55.319,47.363,49.225,264.95,48.489,1.753,342.523,2.638,1.52,1,
,S4U01616_20170621_012049.wav,0,0,7.222,S4U01616_20170621_012049_001,21/06/2017,01:20:49,1,20/06/2017,13:20:49,13,PIPPIP,12,11,0.917,0.811057,PIPPYG,12,48.968,30.4,2.564,62.466,48.472,51.503,321.077,49.926,1.416,610.763,2.28,3.38,1,
,S4U01616_20170621_012058.wav,0,0,10.442,S4U01616_20170621_012058_001,21/06/2017,01:20:58,1,20/06/2017,13:20:58,13,PIPPIP,26,24,0.923,0.867124,PIPPYG,26,48.844,35.44,3.64,63.172,48.277,51.227,217.36,49.851,1.856,640.211,2.842,8.86,1,
,S4U01616_20170621_012110.wav,0,0,15,S4U01616_20170621_012110_001,21/06/2017,01:21:10,1,20/06/2017,13:21:10,13,PIPPIP,57,43,0.754,0.740146,PIPPYG,57,49.277,20.05,2.971,61.589,48.457,51.379,266.234,49.954,1.559,588.277,2.486,21.01,1,
,S4U01616_20170621_012127.wav,0,0,15,S4U01616_20170621_012127_001,21/06/2017,01:21:27,1,20/06/2017,13:21:27,13,PIPPIP,51,43,0.843,0.821336,PIPPYG,51,49.175,16.83,2.911,62.378,48.364,51.432,268.921,49.868,1.636,564.6,2.505,15.45,1,
,S4U01616_20170621_012144.wav,0,0,15,S4U01616_20170621_012144_001,21/06/2017,01:21:44,1,20/06/2017,13:21:44,13,PIPPIP,34,29,0.853,0.808529,PIPPYG,34,48.552,16.02,3.546,60.444,47.834,50.556,414.803,49.408,1.713,433.658,2.831,8.86,1,
,S4U01616_20170621_012201.wav,0,0,15,S4U01616_20170621_012201_001,21/06/2017,01:22:01,1,20/06/2017,13:22:01,13,PIPPIP,55,42,0.764,0.789963,PIPPYG,55,49.159,10.31,2.946,59.311,48.205,50.789,267.529,49.633,1.552,509.952,2.448,18.03,1,
,S4U01616_20170621_012218.wav,0,0,10.802,S4U01616_20170621_012218_001,21/06/2017,01:22:18,1,20/06/2017,13:22:18,13,PIPPIP,31,24,0.774,0.777513,PIPPYG,31,49.307,-11.18,3.168,63.11,48.111,51.283,259.871,49.529,2.017,616.806,2.75,12.72,1,
,S4U01616_20170621_012231.wav,0,0,7.888,S4U01616_20170621_012231_001,21/06/2017,01:22:31,1,20/06/2017,13:22:31,13,PIPPIP,23,18,0.783,0.680128,PIPPYG,23,48.924,47.09,3.481,64.988,48.49,51.83,353.85,50.185,1.785,660.143,2.922,8.67,1,
,S4U01616_20170621_012241.wav,0,0,14.258,S4U01616_20170621_012241_001,21/06/2017,01:22:41,1,20/06/2017,13:22:41,13,PIPPIP,47,29,0.617,0.642393,PIPPYG,47,49.551,31.88,3.079,63.428,48.575,51.764,243.019,50.275,1.7,612.994,2.539,17.58,1,
,S4U01616_20170621_012257.wav,0,0,7.102,S4U01616_20170621_012257_001,21/06/2017,01:22:57,1,20/06/2017,13:22:57,13,PIPPIP,24,19,0.792,0.805567,PIPPYG,24,49.083,14.13,2.941,62.797,48.309,51.269,190.181,49.49,1.728,537.02,2.675,7.15,1,
,S4U01616_20170621_012306.wav,0,0,15,S4U01616_20170621_012306_001,21/06/2017,01:23:06,1,20/06/2017,13:23:06,13,PIPPIP,64,43,0.672,0.721924,PIPPYG,64,49.269,15.72,3.188,65.052,48.456,51.823,215.188,49.848,1.87,633.576,2.8,24.13,1,
,S4U01616_20170621_012323.wav,0,0,15,S4U01616_20170621_012323_001,21/06/2017,01:23:23,1,20/06/2017,13:23:23,13,PIPPIP,52,43,0.827,0.780436,PIPPYG,52,49.218,8.06,2.916,62.247,48.179,51.35,258.306,49.924,1.556,594.718,2.457,17.67,1,PIPPIP
,S4U01616_20170621_012340.wav,0,0,14.748,S4U01616_20170621_012340_001,21/06/2017,01:23:40,1,20/06/2017,13:23:40,13,PIPPYG,49,36,0.735,0.644917,PIPPIP,49,50.741,20.52,3.108,64.115,49.857,52.997,246.65,51.366,1.864,567.502,2.71,17.15,1,PIPPIP
,S4U01616_20170621_012357.wav,0,0,15,S4U01616_20170621_012357_001,21/06/2017,01:23:57,1,20/06/2017,13:23:57,13,PIPPIP,65,55,0.846,0.808279,PIPPYG,65,49.146,20.81,3.068,62.416,48.493,51.478,218.03,49.91,1.64,536.245,2.622,21.15,1,
,S4U01616_20170621_012415.wav,0,0,15,S4U01616_20170621_012415_001,21/06/2017,01:24:15,1,20/06/2017,13:24:15,13,PIPPIP,57,46,0.807,0.782118,PIPPYG,57,49.158,14.72,3.103,63.773,48.281,51.536,235.314,49.696,1.714,515.334,2.622,17.23,1,
,S4U01616_20170621_012432.wav,0,0,15,S4U01616_20170621_012432_001,21/06/2017,01:24:32,1,20/06/2017,13:24:32,13,PIPPIP,50,41,0.82,0.748935,PIPPYG,50,49.159,21.62,3.419,63.344,48.415,51.461,263.678,49.866,1.966,611.508,2.987,14.05,1,
,S4U01616_20170621_012449.wav,0,0,15,S4U01616_20170621_012449_001,21/06/2017,01:24:49,1,20/06/2017,13:24:49,13,PIPPIP,69,53,0.768,0.727369,PIPPYG,69,49.161,26.05,3.155,63.417,48.49,51.567,212.549,49.951,1.726,640.046,2.652,24.21,1,
,S4U01616_20170621_012506.wav,0,0,15,S4U01616_20170621_012506_001,21/06/2017,01:25:06,1,20/06/2017,13:25:06,13,PIPPIP,59,42,0.712,0.768285,PIPPYG,59,49.29,25.63,2.999,64.268,48.51,51.747,254.779,49.983,1.71,515.881,2.532,19.03,1,
,S4U01616_20170621_012523.wav,0,0,15,S4U01616_20170621_012523_001,21/06/2017,01:25:23,1,20/06/2017,13:25:23,13,PIPPIP,93,67,0.72,0.739776,PIPPYG,93,49.321,22.09,3.224,65.063,48.656,51.879,158.628,50.009,1.693,677.414,2.674,28.48,1,
,S4U01616_20170621_012541.wav,0,0,15,S4U01616_20170621_012541_001,21/06/2017,01:25:41,1,20/06/2017,13:25:41,13,PIPPIP,62,51,0.823,0.729212,PIPPYG,62,48.176,30.32,3.527,61.77,47.533,50.383,221.701,49.128,1.992,539.263,3.045,19.8,1,
,S4U01616_20170621_012558.wav,0,0,7.924,S4U01616_20170621_012558_001,21/06/2017,01:25:58,1,20/06/2017,13:25:58,13,PIPPIP,22,20,0.909,0.848791,PIPPYG,22,48.669,20.21,3.409,61.172,48.241,50.888,230.329,49.524,1.84,574.941,3.037,6,1,
,S4U01616_20170621_012608.wav,0,0,15,S4U01616_20170621_012608_001,21/06/2017,01:26:08,1,20/06/2017,13:26:08,13,PIPPIP,60,44,0.733,0.781939,PIPPYG,60,49.205,25.12,3.031,62.403,48.469,51.421,244.984,49.964,1.753,591.544,2.682,19.72,1,
,S4U01616_20170621_012625.wav,0,0,10.99,S4U01616_20170621_012625_001,21/06/2017,01:26:25,1,20/06/2017,13:26:25,13,PIPPIP,33,25,0.758,0.732879,PIPPYG,33,49.432,40,3.063,64.051,48.697,51.918,246.855,50.511,1.707,589.012,2.541,11.8,1,
,S4U01616_20170621_012638.wav,0,0,14.284,S4U01616_20170621_012638_001,21/06/2017,01:26:38,1,20/06/2017,13:26:38,13,PIPPIP,64,53,0.828,0.815135,PIPPYG,64,49.056,26.84,3.215,64.175,48.455,51.6,181.865,49.834,1.789,623.108,2.769,15.67,1,
,S4U01616_20170621_012654.wav,0,0,15,S4U01616_20170621_012654_001,21/06/2017,01:26:54,1,20/06/2017,13:26:54,13,PIPPIP,62,49,0.79,0.800475,PIPPYG,62,48.552,28.53,2.824,61.052,47.744,50.841,229.97,49.435,1.472,507.376,2.384,24.02,1,
,S4U01616_20170621_012711.wav,0,0,15,S4U01616_20170621_012711_001,21/06/2017,01:27:11,1,20/06/2017,13:27:11,13,PIPPIP,66,48,0.727,0.750016,PIPPYG,66,49.157,13.49,3.153,60.1,48.288,50.961,228.977,49.805,1.73,494.654,2.654,19.41,1,
,S4U01616_20170621_012728.wav,0,0,15,S4U01616_20170621_012728_001,21/06/2017,01:27:28,1,20/06/2017,13:27:28,13,PIPPIP,52,34,0.654,0.683284,PIPPYG,52,49.366,15.41,2.888,60.171,48.574,51.201,293.236,49.969,1.502,489.031,2.435,18.64,1,
,S4U01616_20170621_012745.wav,0,0,15,S4U01616_20170621_012745_001,21/06/2017,01:27:45,1,20/06/2017,13:27:45,13,PIPPIP,56,47,0.839,0.794845,PIPPYG,56,48.97,19.82,3.253,62.848,48.184,51.238,262.885,49.734,1.721,593.384,2.652,18.28,1,
,S4U01616_20170621_012802.wav,0,0,15,S4U01616_20170621_012802_001,21/06/2017,01:28:02,1,20/06/2017,13:28:02,13,PIPPIP,55,44,0.8,0.774862,PIPPYG,55,49.233,12.44,3.106,63.413,48.479,51.508,257.469,49.818,1.761,610.98,2.704,16.43,1,
,S4U01616_20170621_012819.wav,0,0,15,S4U01616_20170621_012819_001,21/06/2017,01:28:19,1,20/06/2017,13:28:19,13,PIPPIP,65,51,0.785,0.78555,PIPPYG,65,49.091,16.77,3.382,62.321,48.366,51.292,230.348,49.712,1.842,503.897,2.916,19.58,1,
,S4U01616_20170621_012837.wav,0,0,9.57,S4U01616_20170621_012837_001,21/06/2017,01:28:37,1,20/06/2017,13:28:37,13,PIPPIP,35,26,0.743,0.789692,PIPPYG,35,49.135,13.21,3.374,63.657,48.276,51.468,165.983,49.711,1.955,579.352,2.934,10.78,1,
,S4U01616_20170621_012849.wav,0,0,11.146,S4U01616_20170621_012849_001,21/06/2017,01:28:49,1,20/06/2017,13:28:49,13,PIPPIP,47,36,0.766,0.772076,PIPPYG,47,49.335,23.66,3.252,66.083,48.672,52.102,225.067,50.124,1.807,668.583,2.75,15.38,1,
,S4U01616_20170621_012902.wav,0,0,15,S4U01616_20170621_012902_001,21/06/2017,01:29:02,1,20/06/2017,13:29:02,13,PIPPIP,60,40,0.667,0.715806,PIPPYG,60,49.287,24.04,2.928,61.168,48.668,51.389,253.664,49.979,1.567,480.079,2.474,19.56,1,
,S4U01616_20170621_012919.wav,0,0,15,S4U01616_20170621_012919_001,21/06/2017,01:29:19,1,20/06/2017,13:29:19,13,PIPPIP,42,29,0.69,0.703583,PIPPYG,42,49.391,4.09,3.118,61.786,48.44,51.353,335.854,49.774,1.69,577.532,2.522,14.18,1,PIPPIP
,S4U01616_20170621_012936.wav,0,0,4.392,S4U01616_20170621_012936_001,21/06/2017,01:29:36,1,20/06/2017,13:29:36,13,NoID,0,0,0,0,,1,47.92,69.97,2.708,56.74,47.92,50.221,0,49.082,1.805,282.249,2.299,0.32,1,PIPPIP
,S4U01616_20170621_012943.wav,0,0,10.398,S4U01616_20170621_012943_001,21/06/2017,01:29:43,1,20/06/2017,13:29:43,13,PIPPIP,46,33,0.717,0.698346,PIPPYG,46,49.205,8.77,3.064,61.857,48.469,51.293,225.694,49.893,1.552,488.217,2.536,12.69,1,
,S4U01616_20170621_012955.wav,0,0,11.772,S4U01616_20170621_012955_001,21/06/2017,01:29:55,1,20/06/2017,13:29:55,13,PIPPIP,40,23,0.575,0.557724,PIPNAT,40,47.393,42.1,3.384,61.037,46.698,49.974,220.21,48.731,1.888,524.098,2.893,12.82,1,
,S4U01616_20170621_013010.wav,0,0,8.488,S4U01616_20170621_013010_001,21/06/2017,01:30:10,1,20/06/2017,13:30:10,13,PIPPIP,23,21,0.913,0.839833,PIPPYG,23,48.681,40.95,3.356,64.395,48.138,51.411,237.852,49.615,1.783,583.016,2.739,8.16,1,
,S4U01616_20170621_013022.wav,0,0,9.066,S4U01616_20170621_013022_001,21/06/2017,01:30:22,1,20/06/2017,13:30:22,13,PIPPIP,26,21,0.808,0.797652,PIPPYG,26,49.333,36.26,2.991,64.665,48.455,51.822,235.937,50.47,1.642,572.384,2.637,7.66,1,
,S4U01616_20170621_013035.wav,0,0,8.042,S4U01616_20170621_013035_001,21/06/2017,01:30:35,1,20/06/2017,13:30:35,13,PIPPIP,25,18,0.72,0.830684,PIPPYG,25,48.907,42.47,2.767,62.497,48.4,51.382,203.481,50.257,1.403,584.891,2.338,8.16,1,
,S4U01616_20170621_013048.wav,0,0,15,S4U01616_20170621_013048_001,21/06/2017,01:30:48,1,20/06/2017,13:30:48,13,PIPPIP,99,73,0.737,0.686737,PIPNAT,99,46.852,31.13,3.723,61.003,46.174,49.408,151.649,47.7,2.355,541.223,3.255,32.55,1,
,S4U01616_20170621_013133.wav,0,0,15,S4U01616_20170621_013133_001,21/06/2017,01:31:33,1,20/06/2017,13:31:33,13,PIPPIP,57,42,0.737,0.699835,PIPPYG,57,48.812,32.38,2.966,61.772,48.106,51.19,230.468,49.724,1.636,498.723,2.475,16.08,1,
,S4U01616_20170621_013212.wav,0,0,15,S4U01616_20170621_013212_001,21/06/2017,01:32:12,1,20/06/2017,13:32:12,13,PIPPIP,61,56,0.918,0.852202,PIPPYG,61,48.918,7.72,3.55,63.273,48.29,51.099,241.203,49.56,1.838,589.558,3.019,17.04,1,
,S4U01616_20170621_013229.wav,0,0,15,S4U01616_20170621_013229_001,21/06/2017,01:32:29,1,20/06/2017,13:32:29,13,PIPPIP,52,44,0.846,0.774597,PIPPYG,52,48.807,15.71,3.301,61.132,48.01,50.761,290.389,49.556,1.765,552.286,2.793,15.89,1,
,S4U01616_20170621_013246.wav,0,0,12.446,S4U01616_20170621_013246_001,21/06/2017,01:32:46,1,20/06/2017,13:32:46,13,PIPPIP,29,21,0.724,0.713647,PIPPYG,29,48.675,7.64,3.609,60.135,47.978,50.503,418.606,49.528,1.734,470.7,3.05,9.63,1,
,S4U01616_20170621_013300.wav,0,0,15,S4U01616_20170621_013300_001,21/06/2017,01:33:00,1,20/06/2017,13:33:00,13,PIPPIP,75,45,0.6,0.616909,PIPPYG,75,49.215,9.09,3.145,62.785,48.364,51.537,199.85,49.879,1.823,439.412,2.682,22.65,1,
,S4U01616_20170621_013317.wav,0,0,14.312,S4U01616_20170621_013317_001,21/06/2017,01:33:17,1,20/06/2017,13:33:17,13,PIPPIP,34,23,0.676,0.672369,PIPPYG,34,49.478,22.26,2.881,60.518,48.666,51.324,340.027,50.182,1.501,553.538,2.383,11.32,1,
,S4U01616_20170621_013333.wav,0,0,7.002,S4U01616_20170621_013333_001,21/06/2017,01:33:33,1,20/06/2017,13:33:33,13,PIPPIP,18,12,0.667,0.761406,PIPPYG,18,49.71,2.88,2.984,61.085,48.508,51.248,224.847,49.69,1.735,599.946,2.582,7.21,1,
,S4U01616_20170621_013342.wav,0,0,6.584,S4U01616_20170621_013342_001,21/06/2017,01:33:42,1,20/06/2017,13:33:42,13,PIPPIP,15,12,0.8,0.672767,PIPPYG,15,49.381,26.01,2.903,63.102,48.644,51.679,250.602,50.079,1.56,485.91,2.438,5.88,1,
,S4U01616_20170621_013350.wav,0,0,7.134,S4U01616_20170621_013350_001,21/06/2017,01:33:50,1,20/06/2017,13:33:50,13,PIPPIP,27,20,0.741,0.758316,PIPPYG,27,49.454,31.24,3.224,61.044,48.497,51.256,179.354,50.279,1.666,527.112,2.493,9.9,1,
,S4U01616_20170621_013359.wav,0,0,8.862,S4U01616_20170621_013359_001,21/06/2017,01:33:59,1,20/06/2017,13:33:59,13,PIPPIP,24,21,0.875,0.836734,PIPPYG,24,49.207,24.99,2.856,63.211,48.622,51.605,218.514,49.986,1.576,630.739,2.502,6.23,1,
,S4U01616_20170621_013410.wav,0,0,15,S4U01616_20170621_013410_001,21/06/2017,01:34:10,1,20/06/2017,13:34:10,13,PIPPIP,43,34,0.791,0.772039,PIPPYG,43,49.242,31.02,2.883,61.835,48.571,51.497,348.431,50.097,1.592,531.846,2.411,12.61,1,
,S4U01616_20170621_013427.wav,0,0,9.102,S4U01616_20170621_013427_001,21/06/2017,01:34:27,1,20/06/2017,13:34:27,13,PIPPIP,23,16,0.696,0.706112,PIPPYG,23,49.636,-3.02,2.966,63.748,48.766,51.866,235.443,50.069,1.712,521.014,2.537,8.42,1,PIPPIP
,S4U01616_20170621_013439.wav,0,0,5.298,S4U01616_20170621_013439_001,21/06/2017,01:34:39,1,20/06/2017,13:34:39,13,NoID,0,0,0,0,,1,49.082,84.02,2.085,71.451,49.082,53.718,0,50.957,1.361,918.028,2.005,3.64,1,PIPPIP
,S4U01616_20170621_013448.wav,0,0,7.398,S4U01616_20170621_013448_001,21/06/2017,01:34:48,1,20/06/2017,13:34:48,13,PIPPIP,14,14,1,0.897836,PIPNAT,14,46.009,-1.81,2.892,56.813,45.014,47.972,244.95,46.384,1.644,389.997,2.33,4.65,1,
,S4U01616_20170621_013501.wav,0,0,9.308,S4U01616_20170621_013501_001,21/06/2017,01:35:01,1,20/06/2017,13:35:01,13,PIPPIP,37,36,0.973,0.877915,PIPNAT,37,45.735,21.43,3.368,56.659,44.811,47.456,177.027,46.398,1.796,517.785,2.756,12.26,1,
,S4U01616_20170621_013515.wav,0,0,15,S4U01616_20170621_013515_001,21/06/2017,01:35:15,1,20/06/2017,13:35:15,13,PIPPIP,52,50,0.962,0.870598,,52,46.593,5.97,3.029,56.85,45.437,48.223,286.225,47.065,1.689,399.726,2.49,17.85,1,
,S4U01616_20170621_013533.wav,0,0,8.274,S4U01616_20170621_013533_001,21/06/2017,01:35:33,1,20/06/2017,13:35:33,13,PIPPIP,8,8,1,0.749506,PIPNAT,8,44.053,-5.47,2.981,47.55,43.023,44.577,651.869,44.26,1.476,256.182,2.369,2.78,1,
,S4U01616_20170621_013547.wav,0,0,15,S4U01616_20170621_013547_001,21/06/2017,01:35:47,1,20/06/2017,13:35:47,13,PIPPIP,55,53,0.964,0.859837,PIPNAT,55,45.691,13.69,3.526,55.942,44.943,47.458,273.5,46.293,1.918,467.559,2.886,17.75,1,
,S4U01616_20170621_013610.wav,0,0,15,S4U01616_20170621_013610_001,21/06/2017,01:36:10,1,20/06/2017,13:36:10,13,PIPPIP,76,59,0.776,0.676403,PIPPYG,76,48.266,7.72,3.307,59.196,47.49,50.103,196.811,48.829,1.839,472.852,2.896,22.64,1,
,S4U01616_20170621_013627.wav,0,0,15,S4U01616_20170621_013627_001,21/06/2017,01:36:27,1,20/06/2017,13:36:27,13,PIPPIP,29,20,0.69,0.727301,PIPPYG,29,49.6,-4.01,2.898,61.901,48.643,51.557,312.572,50.133,1.631,527.89,2.572,9.66,1,
,S4U01616_20170621_013644.wav,0,0,4.882,S4U01616_20170621_013644_001,21/06/2017,01:36:44,1,20/06/2017,13:36:44,13,PIPPIP,11,3,0.273,0.48013,PIPPYG,11,49.741,8.33,2.81,57.268,48.745,50.772,187.764,50.074,1.302,303.988,2.012,4.96,1,
,S4U01616_20170621_013651.wav,0,0,5.51,S4U01616_20170621_013651_001,21/06/2017,01:36:51,1,20/06/2017,13:36:51,13,PIPPIP,13,9,0.692,0.759867,PIPPYG,13,49.173,43.31,3.302,64.227,48.344,51.787,138.296,50.104,1.917,465.698,2.837,3.96,1,
,S4U01616_20170621_013703.wav,0,0,9.232,S4U01616_20170621_013703_001,21/06/2017,01:37:03,1,20/06/2017,13:37:03,13,PIPPIP,9,8,0.889,0.662471,PIPNAT,9,45.318,26.65,3.027,52.243,44.655,46.627,944.653,46.01,1.57,370.314,2.404,3.6,1,
,S4U01616_20170621_013719.wav,0,0,4.826,S4U01616_20170621_013719_001,21/06/2017,01:37:19,1,20/06/2017,13:37:19,13,PIPPIP,12,7,0.583,0.60399,PIPPYG,12,51.099,-38.79,2.698,62.918,49.47,52.534,115.939,51.38,1.366,528.046,1.984,4.62,1,
,S4U01616_20170621_013729.wav,0,0,15,S4U01616_20170621_013729_001,21/06/2017,01:37:29,1,20/06/2017,13:37:29,13,PIPPIP,50,50,1,0.875092,,50,45.581,17.42,3.444,57.222,44.998,47.656,291.867,46.261,1.922,429.502,3.027,11.36,1,
,S4U01616_20170621_013749.wav,0,0,12.196,S4U01616_20170621_013749_001,21/06/2017,01:37:49,1,20/06/2017,13:37:49,13,PIPPIP,34,30,0.882,0.861694,,34,45.937,25.71,3.684,59.446,45.3,48.267,274.01,46.929,2.182,462.467,3.311,8.45,1,
,S4U01616_20170621_013804.wav,0,0,15,S4U01616_20170621_013804_001,21/06/2017,01:38:04,1,20/06/2017,13:38:04,13,PIPPIP,38,35,0.921,0.792096,PIPNAT,38,46.265,31.35,3.721,58.309,45.545,48.491,296.835,47.088,2.081,457.956,3.156,12.67,1,
,S4U01616_20170621_013822.wav,0,0,6.626,S4U01616_20170621_013822_001,21/06/2017,01:38:22,1,20/06/2017,13:38:22,13,PIPPIP,18,12,0.667,0.607834,PIPPYG,18,49.781,4.23,2.861,64.587,48.968,52.377,95.041,50.137,1.872,624.238,2.543,7.12,1,
,S4U01616_20170621_013848.wav,0,0,6.266,S4U01616_20170621_013848_001,21/06/2017,01:38:48,1,20/06/2017,13:38:48,13,PIPPIP,18,5,0.278,0.484896,PIPPYG,18,50.455,12.78,2.856,60.974,49.36,51.962,172.239,50.87,1.635,426.108,2.604,6,1,
,S4U01616_20170621_013906.wav,0,0,7.74,S4U01616_20170621_013906_001,21/06/2017,01:39:06,1,20/06/2017,13:39:06,13,PIPPIP,18,9,0.5,0.685232,PIPPYG,18,50.397,-18.59,2.858,63.055,49.07,52.252,249.222,50.909,1.612,629.987,2.342,7,1,
,S4U01616_20170621_013925.wav,0,0,15,S4U01616_20170621_013925_001,21/06/2017,01:39:25,1,20/06/2017,13:39:25,13,PIPPIP,42,40,0.952,0.858847,PIPNAT,42,45.78,10.93,3.812,57.122,45.034,47.621,291.192,46.125,2.421,481.801,3.231,10.44,1,
,S4U01616_20170621_013943.wav,0,0,13.082,S4U01616_20170621_013943_001,21/06/2017,01:39:43,1,20/06/2017,13:39:43,13,PIPPIP,37,26,0.703,0.666604,PIPNAT,37,46.797,9.78,3.136,54.052,45.772,47.925,308.454,47.301,1.602,330.492,2.583,14.42,1,
,S4U01616_20170621_013958.wav,0,0,10.786,S4U01616_20170621_013958_001,21/06/2017,01:39:58,1,20/06/2017,13:39:58,13,PIPPIP,14,8,0.571,0.607019,PIPPYG,14,49.83,22.81,2.862,63.467,49.346,52.251,592.74,50.522,1.537,610.389,2.552,4.56,1,
,S4U01616_20170621_014010.wav,0,0,5.866,S4U01616_20170621_014010_001,21/06/2017,01:40:10,1,20/06/2017,13:40:10,13,PIPPIP,17,13,0.765,0.682987,PIPPYG,17,49.609,27.72,3.085,67.408,48.885,52.49,221.865,50.4,1.89,670.027,2.677,5.49,1,
,S4U01616_20170621_014017.wav,0,0,5.578,S4U01616_20170621_014017_001,21/06/2017,01:40:17,1,20/06/2017,13:40:17,13,PIPPIP,5,4,0.8,0.859765,PIPPYG,5,49.222,23.2,3.29,61.395,49.083,51.16,710.032,50.131,1.444,416.768,2.574,2.69,1,
,S4U01616_20170621_014050.wav,0,0,15,S4U01616_20170621_014050_001,21/06/2017,01:40:50,1,20/06/2017,13:40:50,13,PIPPIP,57,49,0.86,0.833039,PIPNAT,57,46.433,36.74,2.906,59.596,45.889,49.174,237.492,47.477,1.637,522.852,2.561,16.81,1,
,S4U01616_20170621_014107.wav,0,0,3.92,S4U01616_20170621_014107_001,21/06/2017,01:41:07,1,20/06/2017,13:41:07,13,PIPPIP,6,3,0.5,0.625281,,6,45.626,8.23,2.378,53.976,44.925,47.419,373.404,46.57,1.332,451.884,2.175,2.01,1,
,S4U01616_20170621_014114.wav,0,0,14.43,S4U01616_20170621_014114_001,21/06/2017,01:41:14,1,20/06/2017,13:41:14,13,PIPPIP,47,33,0.702,0.665307,,47,47.091,27.2,3.23,61.737,46.57,49.786,226.485,48.11,1.861,545.49,2.865,13.96,1,
,S4U01616_20170621_014139.wav,0,0,4.408,S4U01616_20170621_014139_001,21/06/2017,01:41:39,1,20/06/2017,13:41:39,13,PIPPIP,6,5,0.833,0.718995,,6,44.738,12.33,3.508,58.72,44.163,47.182,167.059,45.21,2.169,604.696,3.119,1.67,1,
,S4U01616_20170621_014156.wav,0,0,14.468,S4U01616_20170621_014156_001,21/06/2017,01:41:56,1,20/06/2017,13:41:56,13,PIPPIP,39,38,0.974,0.820666,PIPNAT,39,45.001,32.35,3.25,52.821,44.281,46.509,285.017,45.783,1.65,516.577,2.577,16.67,1,
,S4U01616_20170621_014215.wav,0,0,8.808,S4U01616_20170621_014215_001,21/06/2017,01:42:15,1,20/06/2017,13:42:15,13,PIPPIP,35,28,0.8,0.75782,PIPNAT,35,45.057,1.26,3.036,53.57,44.107,46.418,171.322,45.266,1.785,476.796,2.519,10.92,1,
,S4U01616_20170621_014228.wav,0,0,15,S4U01616_20170621_014228_001,21/06/2017,01:42:28,1,20/06/2017,13:42:28,13,PIPPIP,39,33,0.846,0.84092,PIPNAT,39,45.611,26.88,3.012,57.063,44.839,47.824,357.473,46.621,1.732,472.275,2.618,11.55,1,
