FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE,DATE,TIME,HOUR,DATE-12,TIME-12, HOUR-12,AUTO ID,PULSES,MATCHING,MATCH RATIO,MARGIN,ALTERNATES,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID
,S4U01616_20170626_222717.wav,0,0,6.324,S4U01616_20170626_222717_001,26/06/2017,22:27:17,22,26/06/2017,10:27:17,10,PIPPIP,17,12,0.706,0.809475,PIPNAT,17,44.93,12.31,3.492,66.782,44.353,48.644,233.283,45.6,2.279,553.733,3.178,6.53,1,
,S4U01616_20170626_222725.wav,0,0,15,S4U01616_20170626_222725_001,26/06/2017,22:27:25,22,26/06/2017,10:27:25,10,PIPPIP,56,30,0.536,0.510691,,56,47.704,21.73,3.037,57.984,47.026,49.697,229.033,48.421,1.716,469.996,2.665,17.62,1,
,S4U01616_20170626_222742.wav,0,0,15,S4U01616_20170626_222742_001,26/06/2017,22:27:42,22,26/06/2017,10:27:42,10,PIPPIP,73,36,0.493,0.461022,PIPNAT,73,47.932,28.59,3.166,60.372,47.231,50.553,204.457,48.873,1.821,471.664,2.694,21.96,1,
,S4U01616_20170626_222800.wav,0,0,10.194,S4U01616_20170626_222800_001,26/06/2017,22:28:00,22,26/06/2017,10:28:00,10,PIPPIP,36,17,0.472,0.506252,,36,47.612,38.25,2.898,60.935,46.937,50.336,206.617,48.758,1.586,452.642,2.607,12.73,1,
,S4U01616_20170626_222812.wav,0,0,15,S4U01616_20170626_222812_001,26/06/2017,22:28:12,22,26/06/2017,10:28:12,10,PIPPIP,89,77,0.865,0.835184,,89,47.638,32.05,2.979,64.343,46.777,50.837,151.714,48.611,1.825,608.709,2.66,31.66,1,
,S4U01616_20170626_222829.wav,0,0,15,S4U01616_20170626_222829_001,26/06/2017,22:28:29,22,26/06/2017,10:28:29,10,PIPPIP,48,36,0.75,0.740225,PIPNAT,48,46.044,37.14,3.042,54.656,45.407,47.834,316.51,47.111,1.602,330.375,2.663,15.79,1,
,S4U01616_20170626_222846.wav,0,0,5.126,S4U01616_20170626_222846_001,26/06/2017,22:28:46,22,26/06/2017,10:28:46,10,PIPPIP,11,11,1,0.86203,PIPNAT,11,45.665,42.2,3.332,58.374,45.199,48.199,153.145,46.674,1.988,502.947,2.958,4.04,1,PIPPIP
,S4U01616_20170626_222900.wav,0,0,5.528,S4U01616_20170626_222900_001,26/06/2017,22:29:00,22,26/06/2017,10:29:00,10,NYCLEI,11,10,0.909,0.381245,,10,23.416,8.89,5.515,24.186,22.591,22.996,389.474,23.484,2.451,0.471,3.417,2.73,1,NYCNOC
,S4U01616_20170626_222907.wav,0,0,15,S4U01616_20170626_222907_001,26/06/2017,22:29:07,22,26/06/2017,10:29:07,10,PIPPIP,55,49,0.891,0.882375,,55,47.071,13.79,3.372,61.607,46.4,49.548,222.808,47.703,1.898,588.83,2.841,14.78,1,PIPPIP
,S4U01616_20170626_222930.wav,0,0,15,S4U01616_20170626_222930_001,26/06/2017,22:29:30,22,26/06/2017,10:29:30,10,PIPPIP,64,61,0.953,0.862337,PIPNAT,64,45.877,6.8,3.194,58.557,45.103,48.07,213.342,46.278,1.968,450.382,2.84,20.31,1,
,S4U01616_20170626_222948.wav,0,0,15,S4U01616_20170626_222948_001,26/06/2017,22:29:48,22,26/06/2017,10:29:48,10,PIPPIP,61,54,0.885,0.861544,PIPNAT,61,46.182,20.1,3.678,59.289,45.428,48.482,245.526,46.966,2.07,489.979,3.077,21.61,1,
,S4U01616_20170626_223005.wav,0,0,15,S4U01616_20170626_223005_001,26/06/2017,22:30:05,22,26/06/2017,10:30:05,10,PIPPIP,64,61,0.953,0.888416,PIPNAT,64,45.874,21.86,3.583,60.777,45.236,48.443,234.985,46.455,2.211,533.802,3.172,18.15,1,
,S4U01616_20170626_223022.wav,0,0,15,S4U01616_20170626_223022_001,26/06/2017,22:30:22,22,26/06/2017,10:30:22,10,PIPPIP,71,61,0.859,0.852509,,71,46.21,29.08,3.12,58.323,45.486,48.355,205.629,47.039,1.687,521.541,2.528,27.11,1,
,S4U01616_20170626_223039.wav,0,0,15,S4U01616_20170626_223039_001,26/06/2017,22:30:39,22,26/06/2017,10:30:39,10,PIPPIP,79,74,0.937,0.864426,PIPNAT,79,45.951,18.55,3.217,56.659,45.177,47.803,184.509,46.587,1.838,453.003,2.682,24.43,1,
,S4U01616_20170626_223056.wav,0,0,15,S4U01616_20170626_223056_001,26/06/2017,22:30:56,22,26/06/2017,10:30:56,10,PIPPIP,83,76,0.916,0.893023,,83,46.363,21.65,3.214,60.093,45.529,48.738,180.605,46.921,1.862,592.618,2.634,30.72,1,
,S4U01616_20170626_223114.wav,0,0,9.504,S4U01616_20170626_223114_001,26/06/2017,22:31:14,22,26/06/2017,10:31:14,10,PIPPIP,29,26,0.897,0.886214,,29,46.533,18.69,3.068,60.699,45.535,48.892,263.701,47.025,1.869,612.597,2.667,11.56,1,
,S4U01616_20170626_223125.wav,0,0,11.492,S4U01616_20170626_223125_001,26/06/2017,22:31:25,22,26/06/2017,10:31:25,10,PIPPIP,43,40,0.93,0.891803,,43,46.436,18.75,3.401,59.827,45.659,48.655,190.302,47.003,1.895,519.157,2.841,17.34,1,
,S4U01616_20170626_223139.wav,0,0,7.374,S4U01616_20170626_223139_001,26/06/2017,22:31:39,22,26/06/2017,10:31:39,10,PIPPIP,31,27,0.871,0.822064,,31,46.992,-0.12,2.978,58.749,45.819,48.917,145.522,47.313,1.672,476.91,2.394,13.28,1,
,S4U01616_20170626_223149.wav,0,0,15,S4U01616_20170626_223149_001,26/06/2017,22:31:49,22,26/06/2017,10:31:49,10,PIPPIP,68,57,0.838,0.775666,PIPNAT,68,45.526,22.01,3.343,58.088,44.793,47.729,221.137,46.206,2.034,542.96,2.943,20.77,1,
,S4U01616_20170626_223212.wav,0,0,15,S4U01616_20170626_223212_001,26/06/2017,22:32:12,22,26/06/2017,10:32:12,10,PIPPIP,65,56,0.862,0.866604,PIPNAT,65,46.113,17.3,3.147,56.596,45.163,47.914,228.787,46.704,1.743,418.639,2.633,25.22,1,
,S4U01616_20170626_223229.wav,0,0,12.032,S4U01616_20170626_223229_001,26/06/2017,22:32:29,22,26/06/2017,10:32:29,10,PIPPIP,45,43,0.956,0.840252,PIPNAT,45,45.723,13.98,3.211,54.578,44.941,47.305,215.568,46.257,1.785,366.096,2.739,14.92,1,
,S4U01616_20170626_223243.wav,0,0,7.286,S4U01616_20170626_223243_001,26/06/2017,22:32:43,22,26/06/2017,10:32:43,10,PIPPIP,33,31,0.939,0.835248,PIPNAT,33,46.214,10.97,3.309,58.726,45.44,48.231,207.048,46.776,1.833,534.414,2.782,9.28,1,
,S4U01616_20170626_223252.wav,0,0,13.73,S4U01616_20170626_223252_001,26/06/2017,22:32:52,22,26/06/2017,10:32:52,10,PIPPIP,36,34,0.944,0.845249,PIPNAT,36,45.586,24.65,3.656,54.618,44.923,47.238,320.882,46.253,2.29,424.385,3.179,12.54,1,
,S4U01616_20170626_223307.wav,0,0,8.966,S4U01616_20170626_223307_001,26/06/2017,22:33:07,22,26/06/2017,10:33:07,10,PIPPIP,38,34,0.895,0.897415,PIPNAT,38,45.889,21.9,3.061,59.206,45.112,48.273,158.531,46.631,1.678,504.122,2.53,13.8,1,
,S4U01616_20170626_223318.wav,0,0,6.292,S4U01616_20170626_223318_001,26/06/2017,22:33:18,22,26/06/2017,10:33:18,10,PIPPIP,12,11,0.917,0.848548,PIPNAT,12,45.873,14.75,3.113,52.462,44.988,47.065,510.252,46.339,1.729,362.109,2.68,3.7,1,
,S4U01616_20170626_223327.wav,0,0,11.372,S4U01616_20170626_223327_001,26/06/2017,22:33:27,22,26/06/2017,10:33:27,10,PIPPIP,48,39,0.813,0.852811,PIPNAT,48,45.865,33.28,2.989,58.575,45.172,48.202,178.025,46.468,1.863,442.041,2.623,17.45,1,
,S4U01616_20170626_223340.wav,0,0,8.772,S4U01616_20170626_223340_001,26/06/2017,22:33:40,22,26/06/2017,10:33:40,10,PIPPIP,42,36,0.857,0.818683,,42,46.037,38.11,3.105,59.113,45.366,48.481,128.668,46.823,1.718,566.173,2.447,16.28,1,
,S4U01616_20170626_223351.wav,0,0,15,S4U01616_20170626_223351_001,26/06/2017,22:33:51,22,26/06/2017,10:33:51,10,PIPPIP,64,54,0.844,0.802658,PIPNAT,64,46.214,15.08,3.241,57.561,45.242,48.115,207.153,46.724,1.884,514.695,2.719,24.89,1,
,S4U01616_20170626_223408.wav,0,0,15,S4U01616_20170626_223408_001,26/06/2017,22:34:08,22,26/06/2017,10:34:08,10,PIPPIP,67,61,0.91,0.824909,PIPNAT,67,46.008,28.09,3.306,56.65,45.09,47.836,218.437,46.674,1.831,484.038,2.637,23.8,1,
,S4U01616_20170626_223425.wav,0,0,15,S4U01616_20170626_223425_001,26/06/2017,22:34:25,22,26/06/2017,10:34:25,10,PIPPIP,64,62,0.969,0.867494,PIPNAT,64,45.925,6.29,3.976,57.625,44.908,47.55,234.562,46.382,2.338,540.259,3.291,19.24,1,
,S4U01616_20170626_223442.wav,0,0,15,S4U01616_20170626_223442_001,26/06/2017,22:34:42,22,26/06/2017,10:34:42,10,PIPPIP,75,66,0.88,0.82722,PIPNAT,75,45.723,12.25,3.755,58.378,44.984,47.86,201.107,46.243,2.24,500.017,3.17,23.87,1,
,S4U01616_20170626_223459.wav,0,0,15,S4U01616_20170626_223459_001,26/06/2017,22:34:59,22,26/06/2017,10:34:59,10,PIPPIP,91,74,0.813,0.733174,PIPNAT,91,44.894,13.17,3.519,58.455,44.121,47.148,150.463,45.42,2.101,543.18,3.005,30.91,1,
,S4U01616_20170626_223516.wav,0,0,15,S4U01616_20170626_223516_001,26/06/2017,22:35:16,22,26/06/2017,10:35:16,10,PIPPIP,77,71,0.922,0.861695,PIPNAT,77,45.753,28.73,3.468,59.282,45.131,48.224,192.018,46.566,2.044,491.091,3,24.42,1,
,S4U01616_20170626_223533.wav,0,0,15,S4U01616_20170626_223533_001,26/06/2017,22:35:33,22,26/06/2017,10:35:33,10,PIPPIP,53,51,0.962,0.832614,PIPNAT,53,45.424,17.07,4.153,57.199,44.625,47.368,248.765,45.945,2.481,446.995,3.499,15.58,1,
,S4U01616_20170626_223550.wav,0,0,6.826,S4U01616_20170626_223550_001,26/06/2017,22:35:50,22,26/06/2017,10:35:50,10,PIPPIP,18,16,0.889,0.883067,PIPNAT,18,45.672,38.56,3.603,54.608,44.562,47.299,214.528,46.387,1.99,347.881,2.936,7.11,1,
,S4U01616_20170626_223559.wav,0,0,15,S4U01616_20170626_223559_001,26/06/2017,22:35:59,22,26/06/2017,10:35:59,10,PIPPIP,49,47,0.959,0.874078,PIPNAT,49,46.027,18.86,3.048,56.136,45.315,47.914,291.818,46.676,1.784,440.821,2.633,14.83,1,
,S4U01616_20170626_223618.wav,0,0,4.116,S4U01616_20170626_223618_001,26/06/2017,22:36:18,22,26/06/2017,10:36:18,10,PIPPIP,8,7,0.875,0.749425,PIPNAT,8,46.823,21.64,2.935,52.658,46.051,47.786,455.832,47.517,1.185,346.763,2.155,2.76,1,
,S4U01616_20170626_223624.wav,0,0,10.102,S4U01616_20170626_223624_001,26/06/2017,22:36:24,22,26/06/2017,10:36:24,10,PIPPIP,48,43,0.896,0.843142,PIPNAT,48,46.31,2.88,3.214,56.381,45.189,47.971,136.661,46.71,1.905,465.983,2.673,20.22,1,
,S4U01616_20170626_223642.wav,0,0,15,S4U01616_20170626_223642_001,26/06/2017,22:36:42,22,26/06/2017,10:36:42,10,PIPPIP,75,67,0.893,0.864288,PIPNAT,75,45.7,21.63,3.196,57.32,45.074,47.852,183.66,46.435,1.845,446.795,2.769,21.53,1,
,S4U01616_20170626_223659.wav,0,0,10.6,S4U01616_20170626_223659_001,26/06/2017,22:36:59,22,26/06/2017,10:36:59,10,PIPPIP,32,28,0.875,0.84144,PIPNAT,32,46.059,34.89,3.286,56.098,45.094,47.824,273.323,46.827,1.683,383.944,2.618,12.45,1,
,S4U01616_20170626_223711.wav,0,0,15,S4U01616_20170626_223711_001,26/06/2017,22:37:11,22,26/06/2017,10:37:11,10,PIPPIP,62,57,0.919,0.836218,PIPNAT,62,46.453,10.58,3.039,57.56,45.413,48.389,243.863,46.848,1.793,415.746,2.582,22.23,1,
,S4U01616_20170626_223728.wav,0,0,15,S4U01616_20170626_223728_001,26/06/2017,22:37:28,22,26/06/2017,10:37:28,10,PIPPIP,50,48,0.96,0.85123,PIPNAT,50,46.029,25.56,3.075,55.98,45.259,47.721,265.715,46.725,1.632,427.112,2.543,17.82,1,
,S4U01616_20170626_223745.wav,0,0,15,S4U01616_20170626_223745_001,26/06/2017,22:37:45,22,26/06/2017,10:37:45,10,PIPPIP,67,60,0.896,0.845903,PIPNAT,67,46.044,26.12,3.211,58.423,45.388,48.276,189.344,46.644,2.007,485.623,2.834,21.12,1,
,S4U01616_20170626_223803.wav,0,0,11.014,S4U01616_20170626_223803_001,26/06/2017,22:38:03,22,26/06/2017,10:38:03,10,PIPPIP,36,33,0.917,0.83069,PIPNAT,36,45.888,6.13,3.254,53.746,44.696,47.027,300.973,46.189,1.776,374.572,2.637,13.25,1,
,S4U01616_20170626_223816.wav,0,0,4.39,S4U01616_20170626_223816_001,26/06/2017,22:38:16,22,26/06/2017,10:38:16,10,PIPPIP,4,4,1,0.809096,,4,45.336,35.9,2.18,50.335,44.837,46.26,323.705,46.28,0.979,431.457,1.809,1.76,1,
,S4U01616_20170626_223822.wav,0,0,8.45,S4U01616_20170626_223822_001,26/06/2017,22:38:22,22,26/06/2017,10:38:22,10,PIPPIP,29,28,0.966,0.907538,,29,46.595,33.45,3.271,61.861,45.811,49.291,194.406,47.421,2.011,467.53,2.828,11.86,1,
,S4U01616_20170626_223832.wav,0,0,15,S4U01616_20170626_223832_001,26/06/2017,22:38:32,22,26/06/2017,10:38:32,10,PIPPIP,57,52,0.912,0.83129,PIPNAT,57,46.251,20.69,3.316,55.96,45.386,47.9,249.814,46.836,1.884,423.682,2.749,20.49,1,
,S4U01616_20170626_223849.wav,0,0,11.264,S4U01616_20170626_223849_001,26/06/2017,22:38:49,22,26/06/2017,10:38:49,10,PIPPIP,58,47,0.81,0.728492,PIPNAT,58,46.443,19.47,3.147,57.688,45.567,48.63,183.688,47.072,1.967,443.973,2.736,19.99,1,
,S4U01616_20170626_223902.wav,0,0,13.368,S4U01616_20170626_223902_001,26/06/2017,22:39:02,22,26/06/2017,10:39:02,10,PIPPIP,35,24,0.686,0.596394,PIPNAT,35,44.708,9.73,2.692,52.1,43.775,46.08,301.791,45.126,1.515,352.087,2.275,11.87,1,
,S4U01616_20170626_223917.wav,0,0,7.952,S4U01616_20170626_223917_001,26/06/2017,22:39:17,22,26/06/2017,10:39:17,10,PIPPIP,34,31,0.912,0.782844,PIPNAT,34,45.629,14.47,3.096,57.771,44.746,47.851,222.801,46.131,1.852,497.295,2.604,13.58,1,
,S4U01616_20170626_223927.wav,0,0,15,S4U01616_20170626_223927_001,26/06/2017,22:39:27,22,26/06/2017,10:39:27,10,PIPPIP,94,72,0.766,0.678715,PIPNAT,94,45.179,31.33,3.301,59.906,44.511,48.15,154.922,46.143,1.866,515.3,2.754,29.78,1,
,S4U01616_20170626_223944.wav,0,0,15,S4U01616_20170626_223944_001,26/06/2017,22:39:44,22,26/06/2017,10:39:44,10,PIPPIP,70,58,0.829,0.744775,PIPNAT,70,46.042,7.75,2.952,57.217,45.026,48.157,209.595,46.397,1.718,391.853,2.474,24.27,1,
,S4U01616_20170626_224002.wav,0,0,15,S4U01616_20170626_224002_001,26/06/2017,22:40:02,22,26/06/2017,10:40:02,10,PIPPIP,70,61,0.871,0.836283,PIPNAT,70,45.942,25.37,3.171,59.394,45.14,48.541,204.756,46.813,1.806,482.28,2.666,20.7,1,
,S4U01616_20170626_224020.wav,0,0,14.162,S4U01616_20170626_224020_001,26/06/2017,22:40:20,22,26/06/2017,10:40:20,10,PIPPIP,69,53,0.768,0.68828,PIPNAT,69,46.165,12.44,3.291,56.954,45.158,48.041,173.869,46.778,1.843,378.816,2.785,22.03,1,
,S4U01616_20170626_224036.wav,0,0,11.616,S4U01616_20170626_224036_001,26/06/2017,22:40:36,22,26/06/2017,10:40:36,10,PIPPIP,36,18,0.5,0.495771,PIPPYG,36,49.493,10.6,3.358,61.193,48.832,51.498,281.32,50.311,1.705,519.172,2.834,11.34,1,
,S4U01616_20170626_224051.wav,0,0,15,S4U01616_20170626_224051_001,26/06/2017,22:40:51,22,26/06/2017,10:40:51,10,PIPPIP,64,45,0.703,0.667375,,64,47.564,19.63,3.031,58.141,46.667,49.426,229.964,48.278,1.706,410.269,2.626,23.2,1,
,S4U01616_20170626_224109.wav,0,0,15,S4U01616_20170626_224109_001,26/06/2017,22:41:09,22,26/06/2017,10:41:09,10,PIPPIP,68,43,0.632,0.623904,PIPPYG,68,49.305,23.32,3.222,62.766,48.56,51.661,219.363,50.102,1.745,494.301,2.796,19.8,1,PIPPIP
,S4U01616_20170626_224126.wav,0,0,15,S4U01616_20170626_224126_001,26/06/2017,22:41:26,22,26/06/2017,10:41:26,10,PIPPIP,84,51,0.607,0.567791,PIPPYG,84,48.272,30.54,3.054,62.294,47.658,50.97,176.757,49.159,1.784,541.731,2.701,26.77,1,PIPPIP
,S4U01616_20170626_224143.wav,0,0,11.892,S4U01616_20170626_224143_001,26/06/2017,22:41:43,22,26/06/2017,10:41:43,10,PIPPYG,41,20,0.488,0.503359,PIPPIP,41,48.826,21.94,3.715,61.868,48.31,51.142,209.05,49.792,2.033,501.879,3.269,12.74,1,PIPPIP
,S4U01616_20170626_224157.wav,0,0,14.774,S4U01616_20170626_224157_001,26/06/2017,22:41:57,22,26/06/2017,10:41:57,10,PIPPIP,41,22,0.537,0.625064,PIPPYG,41,49.613,12.44,3.212,58.607,48.804,51.115,311.148,50.2,1.714,408.846,2.758,13.8,1,PIPPIP
,S4U01616_20170626_224214.wav,0,0,7.4,S4U01616_20170626_224214_001,26/06/2017,22:42:14,22,26/06/2017,10:42:14,10,PIPPIP,24,20,0.833,0.732842,PIPPYG,24,49.328,16.51,3.375,64.757,48.875,52.001,189.535,50.029,1.816,622.662,3.006,6.3,1,PIPPIP
,S4U01616_20170626_224226.wav,0,0,7.632,S4U01616_20170626_224226_001,26/06/2017,22:42:26,22,26/06/2017,10:42:26,10,PIPPIP,24,16,0.667,0.573015,PIPPYG,24,49.648,7.86,3.377,63.248,49.076,51.879,237.471,50.426,1.64,570.736,2.868,7.01,1,PIPPIP
,S4U01616_20170626_224236.wav,0,0,3.916,S4U01616_20170626_224236_001,26/06/2017,22:42:36,22,26/06/2017,10:42:36,10,PIPPIP,2,2,1,0.728733,PIPPYG,2,48.784,12.15,3.025,52.167,48.487,49.536,814.509,49.707,0.87,121.79,3.025,0.6,1,PIPPIP
,S4U01616_20170626_224243.wav,0,0,8.296,S4U01616_20170626_224243_001,26/06/2017,22:42:43,22,26/06/2017,10:42:43,10,PIPPIP,26,13,0.5,0.488612,PIPPYG,26,49.518,28.34,3.648,62.288,48.822,51.712,218.978,50.56,1.688,541.992,2.977,8.53,1,PIPPIP
,S4U01616_20170626_224254.wav,0,0,8.636,S4U01616_20170626_224254_001,26/06/2017,22:42:54,22,26/06/2017,10:42:54,10,PIPPIP,34,22,0.647,0.619722,PIPPYG,34,49.891,6.8,2.96,63.992,49.302,52.35,113.227,50.382,1.695,583.811,2.669,10.4,1,PIPPIP
,S4U01616_20170626_224306.wav,0,0,8.648,S4U01616_20170626_224306_001,26/06/2017,22:43:06,22,26/06/2017,10:43:06,10,PIPPIP,26,18,0.692,0.677582,PIPPYG,26,49.423,1.05,3.694,59.017,48.409,50.792,227.406,49.795,1.837,440.908,3.003,7.28,1,PIPPIP
,S4U01616_20170626_224317.wav,0,0,10.298,S4U01616_20170626_224317_001,26/06/2017,22:43:17,22,26/06/2017,10:43:17,10,PIPPIP,28,17,0.607,0.598622,PIPPYG,28,48.922,17.12,3.227,55.895,48.277,50.224,331.569,49.52,1.745,349.424,2.708,7.77,1,PIPPIP
,S4U01616_20170626_224329.wav,0,0,5.896,S4U01616_20170626_224329_001,26/06/2017,22:43:29,22,26/06/2017,10:43:29,10,PIPPIP,18,10,0.556,0.590655,PIPPYG,18,49.852,25.1,2.819,62.113,49.389,52.274,270.242,50.674,1.511,434.912,2.556,6.09,1,PIPPIP
,S4U01616_20170626_224337.wav,0,0,6.47,S4U01616_20170626_224337_001,26/06/2017,22:43:37,22,26/06/2017,10:43:37,10,PIPPYG,22,16,0.727,0.561196,PIPPIP,22,49.663,24.56,3.651,62.771,48.646,51.869,163.003,50.458,1.973,465.298,2.955,7.35,1,PIPPIP
,S4U01616_20170626_224345.wav,0,0,12.136,S4U01616_20170626_224345_001,26/06/2017,22:43:45,22,26/06/2017,10:43:45,10,PIPPIP,23,17,0.739,0.526706,PIPNAT,23,46.75,31.65,2.999,57.824,46.182,49.124,407.361,47.732,1.81,492.661,2.677,6.55,1,PIPPIP
,S4U01616_20170626_224359.wav,0,0,12.938,S4U01616_20170626_224359_001,26/06/2017,22:43:59,22,26/06/2017,10:43:59,10,PIPPIP,49,33,0.673,0.655209,PIPNAT,49,47.103,23.77,3.073,56.189,46.36,48.95,243.912,47.752,1.833,399.901,2.67,17.22,1,PIPPIP
,S4U01616_20170626_224414.wav,0,0,4.75,S4U01616_20170626_224414_001,26/06/2017,22:44:14,22,26/06/2017,10:44:14,10,PIPPIP,11,6,0.545,0.476835,PIPPYG,11,49.94,17.66,3.108,60.928,49.229,52.394,218.606,50.894,1.551,401.001,2.473,3.79,1,PIPPIP
,S4U01616_20170626_224420.wav,0,0,4.794,S4U01616_20170626_224420_001,26/06/2017,22:44:20,22,26/06/2017,10:44:20,10,PIPPIP,16,8,0.5,0.506578,PIPPYG,16,50.42,-11.6,2.719,62.205,49.214,52.565,113.353,51.094,1.473,499.546,2.255,6.2,1,PIPPIP
,S4U01616_20170626_224428.wav,0,0,5.278,S4U01616_20170626_224428_001,26/06/2017,22:44:28,22,26/06/2017,10:44:28,10,PIPPYG,12,7,0.583,0.4747,PIPPIP,12,50.594,23.58,2.899,65.122,49.665,53.158,151.631,51.256,1.87,609.997,2.64,4.44,1,PIPPYG
,S4U01616_20170626_224438.wav,0,0,9.998,S4U01616_20170626_224438_001,26/06/2017,22:44:38,22,26/06/2017,10:44:38,10,PIPPIP,31,18,0.581,0.534527,PIPPYG,31,49.444,33.86,3.717,67.541,48.941,52.593,227.161,50.531,2.152,618.098,3.292,9.99,1,PIPPIP
,S4U01616_20170626_224452.wav,0,0,15,S4U01616_20170626_224452_001,26/06/2017,22:44:52,22,26/06/2017,10:44:52,10,PIPPIP,64,43,0.672,0.579695,PIPPYG,64,47.734,7.58,3.517,58.597,46.997,49.468,216.181,48.301,1.866,438.84,2.976,17.83,1,PIPPIP
,S4U01616_20170626_224509.wav,0,0,15,S4U01616_20170626_224509_001,26/06/2017,22:45:09,22,26/06/2017,10:45:09,10,PIPPYG,55,23,0.418,0.414423,PIPPIP,55,48.35,12.07,3.135,57.62,47.4,50.011,242.158,48.957,1.775,412.211,2.663,18.79,1,PIPPIP
,S4U01616_20170626_224526.wav,0,0,15,S4U01616_20170626_224526_001,26/06/2017,22:45:26,22,26/06/2017,10:45:26,10,PIPPIP,71,46,0.648,0.580894,PIPNAT,71,46.653,19.72,3.283,55.85,45.93,48.322,210.85,47.461,1.64,415.948,2.738,24.78,1,PIPPIP
,S4U01616_20170626_224543.wav,0,0,15,S4U01616_20170626_224543_001,26/06/2017,22:45:43,22,26/06/2017,10:45:43,10,PIPPIP,78,61,0.782,0.762366,,78,47.425,57.2,3.066,61.078,46.702,50.16,191.634,48.741,1.69,484.969,2.532,28.06,1,PIPPIP
,S4U01616_20170626_224600.wav,0,0,15,S4U01616_20170626_224600_001,26/06/2017,22:46:00,22,26/06/2017,10:46:00,10,PIPPIP,120,98,0.817,0.802767,,120,46.393,34.62,3.353,65.172,45.667,50.002,124.396,47.55,2.061,631.996,2.954,37.94,1,PIPPIP
,S4U01616_20170626_224617.wav,0,0,14.918,S4U01616_20170626_224617_001,26/06/2017,22:46:17,22,26/06/2017,10:46:17,10,PIPPIP,45,31,0.689,0.769659,PIPPYG,45,49.249,15.55,2.959,64.138,48.196,51.84,288.478,49.888,1.804,647.638,2.63,15.83,1,PIPPIP
,S4U01616_20170626_224634.wav,0,0,7.384,S4U01616_20170626_224634_001,26/06/2017,22:46:34,22,26/06/2017,10:46:34,10,PIPPIP,26,21,0.808,0.81254,PIPPYG,26,48.726,19.93,3.124,65.236,48.043,51.847,290.851,49.533,1.76,445.242,2.709,7.93,1,PIPPIP
,S4U01616_20170626_224643.wav,0,0,15,S4U01616_20170626_224643_001,26/06/2017,22:46:43,22,26/06/2017,10:46:43,10,PIPPIP,76,54,0.711,0.702665,PIPPYG,76,48.615,14.96,2.927,60.127,47.857,50.803,184.993,49.43,1.588,455.712,2.523,24.12,1,PIPPIP
,S4U01616_20170626_224700.wav,0,0,15,S4U01616_20170626_224700_001,26/06/2017,22:47:00,22,26/06/2017,10:47:00,10,PIPPIP,65,46,0.708,0.763521,PIPPYG,65,49.185,20.88,2.993,62.724,48.436,51.746,218.453,50.106,1.726,556.907,2.649,19.78,1,
,S4U01616_20170626_224723.wav,0,0,10.062,S4U01616_20170626_224723_001,26/06/2017,22:47:23,22,26/06/2017,10:47:23,10,PIPPIP,46,37,0.804,0.758541,PIPNAT,46,46.834,12.17,3.407,57.5,46.052,48.647,204.108,47.517,1.835,468.786,2.841,13.3,1,
,S4U01616_20170626_224736.wav,0,0,9.072,S4U01616_20170626_224736_001,26/06/2017,22:47:36,22,26/06/2017,10:47:36,10,PIPPIP,25,17,0.68,0.715431,PIPPYG,25,49.302,41.02,2.611,62.632,48.591,52.051,224.416,50.117,1.703,567.829,2.38,8.11,1,
,S4U01616_20170626_224750.wav,0,0,4.874,S4U01616_20170626_224750_001,26/06/2017,22:47:50,22,26/06/2017,10:47:50,10,PIPPIP,12,10,0.833,0.799943,PIPPYG,12,48.743,48.58,3.144,73.385,48.361,53.748,263.891,50.267,2.032,373.817,2.947,3.53,1,
,S4U01616_20170626_224758.wav,0,0,12.4,S4U01616_20170626_224758_001,26/06/2017,22:47:58,22,26/06/2017,10:47:58,10,PIPPIP,52,41,0.788,0.77239,PIPPYG,52,48.742,15.83,3.461,59.312,48.023,50.679,175.482,49.622,1.811,395.16,2.839,18.64,1,
,S4U01616_20170626_224814.wav,0,0,6.33,S4U01616_20170626_224814_001,26/06/2017,22:48:14,22,26/06/2017,10:48:14,10,PIPPIP,23,18,0.783,0.802465,PIPPYG,23,49.041,54.65,3.053,60.979,48.234,51.196,154.229,50.779,1.589,491.935,2.628,8.4,1,
,S4U01616_20170626_224822.wav,0,0,12.2,S4U01616_20170626_224822_001,26/06/2017,22:48:22,22,26/06/2017,10:48:22,10,PIPPIP,34,27,0.794,0.746222,PIPPYG,34,48.841,16.08,3.388,64.397,48.251,51.666,260.715,49.787,2.032,518.793,3.063,13.21,1,
,S4U01616_20170626_224838.wav,0,0,8.286,S4U01616_20170626_224838_001,26/06/2017,22:48:38,22,26/06/2017,10:48:38,10,PIPPIP,33,20,0.606,0.689973,PIPPYG,33,49.225,33.27,3.096,65.945,48.571,52.433,145.275,50.478,1.809,464.182,2.716,10.67,1,
,S4U01616_20170626_224848.wav,0,0,10.164,S4U01616_20170626_224848_001,26/06/2017,22:48:48,22,26/06/2017,10:48:48,10,PIPPIP,43,29,0.674,0.703398,PIPPYG,43,49.345,2.83,3.137,63.494,48.343,51.756,181.108,49.933,1.903,527.087,2.787,14.73,1,
